Player,Total Kills,Headshot %,Rounds played,Profile URL
Tapewaare,8597,59.8%,13911,https://www.hltv.org/stats/players/22048/tapewaare?csVersion=CS2
Seb,3700,48.1%,6089,https://www.hltv.org/stats/players/21669/seb?csVersion=CS2
fakerealityy,3678,58.5%,5731,https://www.hltv.org/stats/players/24672/fakerealityy?csVersion=CS2
VILBy,4504,51.5%,7419,https://www.hltv.org/stats/players/23193/vilby?csVersion=CS2
tiziaN,2881,53.4%,4752,https://www.hltv.org/stats/players/5796/tizian?csVersion=CS2
Lcm,4041,34.3%,6615,https://www.hltv.org/stats/players/20519/lcm?csVersion=CS2
1962,2584,59.0%,4283,https://www.hltv.org/stats/players/12094/1962?csVersion=CS2
alpha,5925,50.9%,9420,https://www.hltv.org/stats/players/20430/alpha?csVersion=CS2
SENER1,5464,51.3%,9372,https://www.hltv.org/stats/players/15778/sener1?csVersion=CS2
Bambosh,3190,56.9%,5199,https://www.hltv.org/stats/players/23614/bambosh?csVersion=CS2
Topa,4264,64.5%,6899,https://www.hltv.org/stats/players/17008/topa?csVersion=CS2
upE,7964,59.9%,13590,https://www.hltv.org/stats/players/22760/upe?csVersion=CS2
Salazar,3256,53.0%,5649,https://www.hltv.org/stats/players/25349/salazar?csVersion=CS2
obi,3148,60.4%,4954,https://www.hltv.org/stats/players/21820/obi?csVersion=CS2
FalleN,6863,43.9%,11362,https://www.hltv.org/stats/players/2023/fallen?csVersion=CS2
Nami,5817,47.5%,9412,https://www.hltv.org/stats/players/24243/nami?csVersion=CS2
rikon,3125,55.7%,5030,https://www.hltv.org/stats/players/24967/rikon?csVersion=CS2
Vster,3058,52.1%,5111,https://www.hltv.org/stats/players/14242/vster?csVersion=CS2
K1-FiDa,6230,49.1%,10861,https://www.hltv.org/stats/players/15818/k1-fida?csVersion=CS2
Trucklover86,3378,67.0%,5192,https://www.hltv.org/stats/players/22022/trucklover86?csVersion=CS2
TMB,10213,55.2%,16958,https://www.hltv.org/stats/players/11995/tmb?csVersion=CS2
roman,3954,54.8%,6496,https://www.hltv.org/stats/players/2241/roman?csVersion=CS2
card,3797,32.1%,6009,https://www.hltv.org/stats/players/20029/card?csVersion=CS2
apEX,5829,50.3%,9971,https://www.hltv.org/stats/players/7322/apex?csVersion=CS2
robiin,5333,51.3%,8698,https://www.hltv.org/stats/players/7700/robiin?csVersion=CS2
Thuister,2831,58.3%,4390,https://www.hltv.org/stats/players/21888/thuister?csVersion=CS2
IceBerg,11559,55.6%,18730,https://www.hltv.org/stats/players/16731/iceberg?csVersion=CS2
Jelo,2640,56.4%,4411,https://www.hltv.org/stats/players/19996/jelo?csVersion=CS2
revoltz,3361,57.8%,5611,https://www.hltv.org/stats/players/24284/revoltz?csVersion=CS2
MiGHTYMAX,4446,55.5%,7880,https://www.hltv.org/stats/players/8983/mightymax?csVersion=CS2
reversive,5060,49.8%,8588,https://www.hltv.org/stats/players/9221/reversive?csVersion=CS2
seized,2663,51.0%,4460,https://www.hltv.org/stats/players/3347/seized?csVersion=CS2
Lacerda,2513,61.2%,4145,https://www.hltv.org/stats/players/25035/lacerda?csVersion=CS2
sense,3784,50.2%,6252,https://www.hltv.org/stats/players/17450/sense?csVersion=CS2
Gnøffe,3492,51.6%,5827,https://www.hltv.org/stats/players/20248/gnffe?csVersion=CS2
gla1ve,3956,54.3%,6961,https://www.hltv.org/stats/players/7412/gla1ve?csVersion=CS2
Cliqq,2917,55.9%,4908,https://www.hltv.org/stats/players/24121/cliqq?csVersion=CS2
sFade8,7916,55.4%,12519,https://www.hltv.org/stats/players/22075/sfade8?csVersion=CS2
ay0k,3703,40.2%,5858,https://www.hltv.org/stats/players/25254/ay0k?csVersion=CS2
Bart4k,4978,58.4%,8249,https://www.hltv.org/stats/players/19957/bart4k?csVersion=CS2
next,2704,65.6%,4738,https://www.hltv.org/stats/players/25106/next?csVersion=CS2
kinqie,8913,54.6%,15100,https://www.hltv.org/stats/players/3459/kinqie?csVersion=CS2
aVN,13806,53.8%,23405,https://www.hltv.org/stats/players/5351/avn?csVersion=CS2
NEKIZ,5890,49.4%,9757,https://www.hltv.org/stats/players/9482/nekiz?csVersion=CS2
laser,4877,45.9%,8058,https://www.hltv.org/stats/players/18549/laser?csVersion=CS2
emi,5263,49.4%,9156,https://www.hltv.org/stats/players/2476/emi?csVersion=CS2
ninjaZ,6261,50.8%,10685,https://www.hltv.org/stats/players/20083/ninjaz?csVersion=CS2
SPELLAN,6418,42.9%,11080,https://www.hltv.org/stats/players/11217/spellan?csVersion=CS2
Patti,7288,54.3%,12238,https://www.hltv.org/stats/players/13077/patti?csVersion=CS2
NickelBack,3471,47.6%,6005,https://www.hltv.org/stats/players/11498/nickelback?csVersion=CS2
sol,7903,52.4%,13218,https://www.hltv.org/stats/players/20199/sol?csVersion=CS2
Muk0s,2749,58.5%,4546,https://www.hltv.org/stats/players/23687/muk0s?csVersion=CS2
h1kaN,3470,64.4%,5669,https://www.hltv.org/stats/players/23303/h1kan?csVersion=CS2
levantino,4338,56.5%,6816,https://www.hltv.org/stats/players/24286/levantino?csVersion=CS2
chopper,4681,57.5%,8341,https://www.hltv.org/stats/players/7716/chopper?csVersion=CS2
Noktse,7791,43.3%,13352,https://www.hltv.org/stats/players/2161/noktse?csVersion=CS2
Reix,4335,51.8%,7257,https://www.hltv.org/stats/players/21038/reix?csVersion=CS2
nython,9647,40.3%,15974,https://www.hltv.org/stats/players/18743/nython?csVersion=CS2
innocent,7196,48.5%,12021,https://www.hltv.org/stats/players/3669/innocent?csVersion=CS2
BRACE,3284,53.9%,5602,https://www.hltv.org/stats/players/12588/brace?csVersion=CS2
mASKED,11608,44.4%,19760,https://www.hltv.org/stats/players/21142/masked?csVersion=CS2
stormzyn,4741,53.8%,8074,https://www.hltv.org/stats/players/22964/stormzyn?csVersion=CS2
ben1337,6151,48.7%,10746,https://www.hltv.org/stats/players/13250/ben1337?csVersion=CS2
Aleksib,5162,44.8%,9825,https://www.hltv.org/stats/players/9816/aleksib?csVersion=CS2
cadiaN,3848,35.5%,6442,https://www.hltv.org/stats/players/7964/cadian?csVersion=CS2
Golden,3776,60.5%,6377,https://www.hltv.org/stats/players/11110/golden?csVersion=CS2
Snax,4868,47.8%,8634,https://www.hltv.org/stats/players/2553/snax?csVersion=CS2
mds,4536,53.3%,7383,https://www.hltv.org/stats/players/22267/mds?csVersion=CS2
sasha,2988,50.0%,5125,https://www.hltv.org/stats/players/23138/sasha?csVersion=CS2
MAJ3R,5918,49.9%,10891,https://www.hltv.org/stats/players/150/maj3r?csVersion=CS2
PKL,5450,55.0%,9309,https://www.hltv.org/stats/players/6593/pkl?csVersion=CS2
SHiNE,4703,54.1%,8578,https://www.hltv.org/stats/players/19065/shine?csVersion=CS2
siuhy,5149,53.4%,8903,https://www.hltv.org/stats/players/16820/siuhy?csVersion=CS2
devoduvek,4762,52.3%,8421,https://www.hltv.org/stats/players/10569/devoduvek?csVersion=CS2
Furlan,3405,54.4%,5878,https://www.hltv.org/stats/players/8327/furlan?csVersion=CS2
Vert,6163,50.5%,10845,https://www.hltv.org/stats/players/17316/vert?csVersion=CS2
Lich,2659,57.1%,4441,https://www.hltv.org/stats/players/22125/lich?csVersion=CS2
CutzMeretz,7175,50.1%,12398,https://www.hltv.org/stats/players/18891/cutzmeretz?csVersion=CS2
Snappi,6137,55.0%,10647,https://www.hltv.org/stats/players/922/snappi?csVersion=CS2
birdfromsky,4716,45.1%,8699,https://www.hltv.org/stats/players/13718/birdfromsky?csVersion=CS2
RICIOLI,5622,46.6%,10029,https://www.hltv.org/stats/players/18875/ricioli?csVersion=CS2
HooXi,3740,55.3%,6836,https://www.hltv.org/stats/players/10096/hooxi?csVersion=CS2
gejmzilla,3959,60.7%,6928,https://www.hltv.org/stats/players/12777/gejmzilla?csVersion=CS2
karrigan,6359,54.8%,11651,https://www.hltv.org/stats/players/429/karrigan?csVersion=CS2
ScrunK,3169,51.9%,5814,https://www.hltv.org/stats/players/8212/scrunk?csVersion=CS2
mynio,2597,49.6%,4809,https://www.hltv.org/stats/players/4829/mynio?csVersion=CS2
BTN,8252,54.3%,14762,https://www.hltv.org/stats/players/1206/btn?csVersion=CS2
StRoGo,2393,50.2%,4490,https://www.hltv.org/stats/players/21690/strogo?csVersion=CS2
darchevile,2506,50.3%,4580,https://www.hltv.org/stats/players/20281/darchevile?csVersion=CS2
quix,2879,54.7%,5424,https://www.hltv.org/stats/players/3329/quix?csVersion=CS2
Avou,2619,55.2%,5343,https://www.hltv.org/stats/players/22811/avou?csVersion=CS2
